Title,Genre,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
"Lament - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,272.46875,1179,259.6261039109989,181.04396632366723,1,17,104,61
Land of Dreams,Jazz,135.47916666666666,1148,508.4176533907428,211.4202294056281,1,17,96,59
Laurentide Waltz,Jazz,382.5,3612,566.5882352941177,212.0245398772973,1,9,96,77
Lazy River,Jazz,218.984375,1925,527.4348911880128,202.19700408533816,1,21,91,67
"Leave Me Alone - Live At Maybeck Recital Hall, Berkeley, CA  March 29, 1992",Jazz,265.2591145833333,2689,608.2354615917023,190.35271687320997,1,25,103,72
"Lennie's Pennies - Live At Maybeck Recital Hall  Berkeley, CA",Jazz,227.95963541666663,2959,778.8220913561772,216.4650616559005,1,21,105,72
"Lennie's Pennies - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,302.5,3593,712.6611570247934,216.25992779783337,1,25,105,68
Let Yourself Go - Live,Jazz,278.38932291666663,2667,574.8065275042915,202.0531338663906,1,29,101,80
Let's Call the Whole Thing Off,Jazz,354.265625,3802,643.9236095796763,205.3555512497584,1,21,97,68
Let's Call This,Jazz,238.51953125,1769,444.995004995005,201.60787530762795,1,10,105,72
Let's Cool One,Jazz,287.4192708333333,2649,552.9900606148466,194.9513467776014,1,19,103,70
"Let's Do It, Let's Fall In Love",Jazz,171.34895833333331,928,324.9509103620171,134.73684210526304,1,16,92,62
Li'l Darling,Jazz,202.1888020833333,1869,554.6301221656224,174.68330437529565,1,20,102,78
Liebstraum Boogie - Live,Jazz,221.5,3473,940.7674943566592,207.42157828105232,1,17,106,65
Light Blue  Pannonica,Jazz,365.9596354166666,1911,313.31324250952656,198.25914280985023,1,12,101,80
"Limehouse Blues - Live At Maybeck Recital Hall, Berkeley, CA  November 1989",Jazz,311.3489583333333,3887,749.0630488967697,204.10453270338363,1,11,100,68
Limelight,Jazz,285.109375,3137,660.1676987998027,217.54319705410552,1,23,102,74
Lithium - Live,Jazz,238.55729166666663,2982,750.0085147261096,233.2627703635527,1,17,104,63
"Little B's Poem - Live At Maybeck Recital Hall, Berkeley, CA  January 9, 1994",Jazz,361.5494791666666,4122,684.0557496308569,210.1462494102841,1,12,106,69
Little B's Poem,Jazz,362.3515625,2680,443.7679222095255,202.83603207043035,1,27,106,72
Little Darlin',Jazz,322.0546875,2440,454.581180408995,182.1343873517767,1,25,104,76
Little Girl (Live),Jazz,187.1888020833333,1049,336.2380617830984,135.5294117647059,1,15,90,59
Little Girl Blue - Live,Jazz,367.7799479166666,2107,343.7381529801208,152.4425657048363,1,13,92,75
Little Girl Blue,Jazz,288.35416666666663,1723,358.51744816126006,193.0557737627633,1,22,95,75
Little Red Ribbon,Jazz,225.8997395833333,2046,543.4269212812193,198.11294445735803,1,22,97,64
"Little Sunny - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,249.9895833333333,1919,460.5791907996168,194.15730337078557,1,12,99,71
Little Susie - Live,Jazz,200.3294270833333,2240,670.8949451749397,212.5367889303745,1,32,102,73
Little Susie,Jazz,372.4192708333333,4830,778.155221000077,222.4083769633476,1,22,109,76
Lloyd's Tone,Jazz,240.36979166666663,2460,614.0538666551104,211.11979517585377,1,27,103,70
"Loch Lomand - Live At The Maybeck Recital Hall, Berkeley, CA  February 14, 1990",Jazz,173.6796875,1819,628.3981827178264,224.61510162788653,1,21,102,75
London in July,Jazz,205.70963541666663,1590,463.7604835902143,134.6198183971577,1,26,88,59
"Londonderry Air - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,242.5,1091,269.9381443298969,125.37463373796588,1,14,104,63
Lonely Moments,Jazz,147.33463541666666,1696,690.6726290951191,204.6700507614199,1,26,87,69
Lonesome Me,Jazz,243.29296875,2591,638.9827079620443,197.2896500372276,1,26,97,66
Long Ago And Far Away (Dave McKenna Piano Solo),Jazz,196.6888020833333,1356,413.64835790463206,154.728226652672,1,13,94,65
"Long Ago And Far Away - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,327.8138020833333,2172,397.5427488769111,197.08281100213927,1,9,95,54
Longing,Jazz,309.6796875,3039,588.8019374858095,192.6067896829453,1,20,98,68
Lonnie's Lament,Jazz,358.38932291666663,2995,501.4100267763395,186.4920842756818,1,16,104,75
Look for the Silver Lining,Jazz,210.88932291666663,923,262.602199267734,127.3298429319371,1,17,91,51
Looking For The Block,Jazz,299.2356770833333,3406,682.9399555290606,230.14739919600356,1,14,99,58
Lorraine's Walk  Willow Weep for Me,Jazz,306.20963541666663,3846,753.6013675271827,212.50256200040525,1,20,107,80
Los Angeles II - Live,Jazz,316.7395833333333,2605,493.46532048541457,233.1868674401366,1,20,101,52
Lost in the Stars,Jazz,356.54947916666663,2445,411.443596391922,194.40879316087612,1,16,95,73
Lost Weekend,Jazz,332.17578125,2775,501.24063642884863,190.9347566542584,1,26,94,70
Lotus Blossom - CHarolette Russe,Jazz,177.5,959,324.169014084507,173.26736592123578,1,14,88,64
Louise,Jazz,224.33984375,1606,429.5269105535338,182.4116930572475,1,29,102,69
"Love For Sale - Live At Maybeck Recital Hall, Berkeley, CA  July 19, 1992",Jazz,378.3697916666666,4486,711.3675719575483,221.50296426854257,1,15,100,78
Love For Sale - Live,Jazz,382.96484375,4708,737.6133987494773,212.38397965670447,1,25,110,81
Love For Sale,Jazz,142.31901041666666,1910,805.2332549564964,200.0372093023261,1,20,101,67
Love Is Here to Stay,Jazz,267.1809895833333,2989,671.2303906040596,207.33408323959537,1,24,95,70
Love Is The Sweetest Thing,Jazz,148.59895833333331,1640,662.1849917633452,194.2118572632764,1,15,93,71
Love Is the Thing,Jazz,347.76953125,3843,663.0253063608487,212.3845718444261,1,26,101,71
"Love Lies - Live At Maybeck Recital Hall, Berkeley, CA  August 8, 1993",Jazz,260.95182291666663,1996,458.93528798319454,206.21643612693643,1,16,102,68
Love Me Or Leave Me,Jazz,202.0,2030,602.9702970297029,189.54752110846803,1,18,91,66
"Love Of My Life - Live At Maybeck Recital Hall, Berkeley, CA  March 10, 1991",Jazz,287.06901041666663,2191,457.93866711419753,217.2560113154262,1,15,102,69
"Love Walked In - Live At Maybeck Recital Hall, Berkeley, CA  August 15, 1993",Jazz,355.56901041666663,3269,551.62287559919,196.85486664357165,1,25,106,72
"Love You Madly - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",Jazz,278.75,2788,600.1076233183857,196.22263413656657,1,18,103,75
"Lover - Live At Maybeck Recital Hall, Berkeley, CA  June 12, 1994",Jazz,220.71354166666663,2982,810.6435094508814,200.87591240875815,1,22,103,75
"Lover Man (Oh, Where Can You Be)",Jazz,233.32421875,1897,487.8190554318528,198.8885891556513,1,19,96,63
Lover,Jazz,161.7890625,1665,617.4706649282921,199.35723114956647,1,19,97,63
"Lu's Blues - Live At Maybeck Recital Hall, Berkeley, CA  1993",Jazz,367.0390625,2639,431.3982248142866,161.592760180996,1,22,104,72
"Lucky Day - Live At Maybeck Recital Hall, Berkeley, CA  March 12, 1990",Jazz,201.12369791666663,2007,598.7360079760201,201.47407870081747,1,17,99,63
Lucky To Be Me,Jazz,231.83984375,1831,473.8616030058466,180.0781589231426,1,14,87,62
Lullaby (Live),Jazz,183.38932291666663,991,324.22825415533606,200.2027516292549,1,23,99,60
"Lullaby - Live At Maybeck Recital Hall, Berkeley, CA  January 9, 1994",Jazz,309.13932291666663,1997,387.59223145578073,197.5562700964556,1,8,103,71
Lullaby Fantazia,Jazz,358.5390625,1790,299.5489508203865,221.21477770820096,1,16,89,66
Lullaby for a Ladybug,Jazz,371.4153645833333,3271,528.4110963480773,217.68520506763883,1,14,98,78
Lullaby for Cedric,Jazz,258.6145833333333,1727,400.6734603455915,150.95823095823135,1,18,97,55
"Lullaby In Rhythm - Live At Maybeck Recital Hall, Berkeley, CA  September 29, 1991",Jazz,301.3997395833333,3672,730.9893509018253,209.33560477001708,1,18,107,72
Lullaby In Rhythm,Jazz,187.52994791666663,2590,828.6676433625186,211.5953192119629,1,20,90,58
Lullaby of the leaves,Jazz,322.36979166666663,1992,370.7543420308588,186.43793494093384,1,16,96,67
Lullaby of the Orient,Jazz,227.26953125,1037,273.77184991663944,143.3706200459292,1,34,97,50
Lullaby Petite,Jazz,189.29947916666663,970,307.44934035850383,195.97138990914368,1,28,105,61
Lullaby,Jazz,335.94921875,2065,368.8057393346744,202.6212765957453,1,24,99,66
Lulu's Back In Town,Jazz,203.29947916666663,2272,670.5378713156648,205.2104208416844,1,28,102,72
Lush Life  Take the 'A' Train,Jazz,327.609375,3488,638.8095578766633,201.6630196936472,1,17,94,81
"Lush Life - Live At Maybeck Recital Hall, Berkeley, CA  September 27, 1992",Jazz,369.53515625,3475,564.2223655141066,215.21282241800012,1,18,113,79
"Lush Life - Live At Merkin Hall, NYC  1989",Jazz,333.6796875,2980,535.8432253986092,200.62820712175696,1,13,101,81
Lush Life,Jazz,223.45963541666663,1573,422.3581579913412,206.04543015560503,1,27,105,74
Magical Mundo,Jazz,202.47916666666663,1617,479.1604074493261,205.40861812778635,1,12,109,71
Make Me A Pallet On The Floor,Jazz,305.0,1853,364.5245901639344,156.35928143712545,1,27,103,66
Makin' Whoopee,Jazz,165.0390625,2364,859.432899408284,214.9806949806931,1,23,93,65
Mamma's Babies,Jazz,332.6497395833333,4671,842.5077991975733,216.30526953361493,1,20,103,69
Mango Song,Jazz,261.859375,2897,663.7913956679993,209.0586011342187,1,14,105,79
Manhattan Island,Jazz,233.19140625,1448,372.569475853058,208.83263009845783,1,24,101,72
Manuel,Jazz,317.5,1708,322.7716535433071,189.52080344332575,1,26,114,68
Many A New Day,Jazz,171.30989583333331,2228,780.3402094766126,217.2796517954301,1,28,96,64
Maple Leaf Rag - Instrumental,Jazz,182.7395833333333,2571,844.1520834520893,208.71209137455276,1,22,103,75
Maple Leaf Rag,Jazz,178.22916666666666,2655,893.7931034482758,208.34517504198388,1,19,99,57
March Of The Siamese Children,Jazz,290.21875,3082,637.1745450629913,224.58130261409025,1,18,106,77
"Marianne -  Just You, Just Me",Jazz,306.5598958333333,3917,766.6364817913847,216.74991600403055,1,21,100,75
Marseille,Jazz,290.9231770833333,2047,422.17330785171134,205.61593625498048,1,12,100,66
Martha My Dear - Live,Jazz,361.7291666666666,4128,684.7111674249843,215.208253725641,1,19,108,81
Maybe,Jazz,223.97916666666663,1164,311.8147149102409,197.203994293866,1,25,97,59
"Maybeck Sketch No. 2 - Live At Maybeck Recital Hall, Berkeley, CA  June 12, 1994",Jazz,333.29947916666663,4132,743.8355457976202,219.2174470814607,1,10,101,78
Mayfly,Jazz,219.7890625,1966,536.6964063555256,220.1911381407476,1,26,100,66
Me And The Blues (Blues 1),Jazz,300.43619791666663,2633,525.8354389234404,196.86298443698595,1,27,104,75
Me Embaix Apeu,Jazz,254.86328125,2124,500.0327994482336,200.69686411149647,1,25,106,69
Mean To Me,Jazz,175.19921875,1972,675.3454772468841,200.57287278854363,1,13,90,69
Meditation  Mummy,Jazz,139.98958333333331,624,267.44847086836825,136.25457617572516,1,33,99,55
Meditation II - Love Meditation - Live,Jazz,350.96875,1921,328.40530674027247,191.5915683620209,1,17,100,73
"Medley -  April In Paris, The Last Time I Saw Paris",Jazz,303.4296875,3366,665.590772162002,210.99974561180724,1,22,104,82
Medley -  I'm Beginning To see The LightDo Nothin' Til You Hear From MeIn A Mellow Tone,Jazz,222.47265625,989,266.72940845960704,164.21444065695715,1,27,101,53
Medley,Jazz,218.94401041666663,2415,661.8130348678851,199.1238265534178,1,20,93,73
Meet the Flintstones,Jazz,202.5,2260,669.6296296296297,220.3027888446217,1,16,98,79
Melancholy,Jazz,222.67838541666663,2842,765.7680815357537,236.85981308411127,1,20,95,68
"Memories Of You - Live At Maybeck Recital Hall, Berkeley, CA  November 11, 1991",Jazz,248.4388020833333,2262,546.2914764597671,203.80791912384333,1,24,96,75
Memories of You,Jazz,372.5598958333333,1931,310.9835527005585,170.84243048403837,1,15,96,68
Memphis Blues,Jazz,130.38932291666666,1311,603.2702543464584,175.74370709382174,1,22,99,67
"Mendocino Night - Live At Maybeck Recital Hall  Berkeley, CA",Jazz,339.83984375,3005,530.5440292417154,203.3756854353354,1,19,100,71
Mercy and Grace,Jazz,112.5,483,257.6,194.09316154608487,1,13,96,52
Midnight Mood,Jazz,317.0598958333333,2638,499.21166971934525,175.14570135746598,1,18,98,76
Midnite Bump,Jazz,162.6875,1052,387.98309642719937,154.07690470504008,1,31,100,42
Mighty Like A Rose,Jazz,365.6328125,3942,646.8784855024466,201.7031436530031,1,13,98,76
Miles Ahead,Jazz,213.1223958333333,2324,654.2719241437457,191.37978772496635,1,18,109,76
Milestones,Jazz,183.0794270833333,1850,606.2942285124997,206.3393571085856,1,16,94,57
Millpond,Jazz,382.5,2166,339.7647058823529,185.50257894074184,1,13,96,69
Mimi,Jazz,266.37890625,2981,671.4495622717875,193.9918809201625,1,14,104,79
Mirage - Live,Jazz,357.5,4658,781.7622377622378,213.14234556848484,1,18,105,79
Mirror,Jazz,208.11328125,2432,701.1565966552171,226.5683297180068,1,23,104,54
Miserioso,Jazz,340.3098958333333,2188,385.76603738932806,174.06799531066824,1,16,98,56
Miss Invisible,Jazz,306.37890625,2484,486.4564660283299,173.3171560300894,1,10,89,63
Misterioso,Jazz,278.46875,1549,333.75378745370887,191.22811567890037,1,22,105,61
Misty,Jazz,335.01953125,2464,441.287704774675,196.6429587482219,1,8,91,67
Moanin',Jazz,294.3450520833333,3028,617.2347682221741,214.4741532976849,1,20,103,79
Moment's Notice,Jazz,237.88932291666663,1989,501.6618591234764,212.0341047503046,1,17,97,59
Moments To Remember,Jazz,158.97916666666666,1004,378.91757305726645,194.2878093492191,1,17,91,63
Mona Lisa,Jazz,212.21875,1702,481.2015903401561,178.204762874008,1,16,98,73
"Money Blues - Live At Maybeck Recital Hall, Berkeley, CA  1991",Jazz,249.04947916666663,2099,505.6826475662676,184.73874114659947,1,19,105,78
Monk's Dream - Live,Jazz,241.29947916666663,1920,477.41503793479313,217.9941510407697,1,19,102,64
Monk's Mood - Live,Jazz,279.79947916666663,2002,429.3074467392013,208.4039141517969,1,30,101,71
Monk's Point,Jazz,134.625,1061,472.8690807799443,213.00462249614912,1,17,107,62
Monk’s Dream,Jazz,272.1796875,1887,415.97520020666497,198.0297520661153,1,27,98,58
Monk’s Mood,Jazz,328.12890625,1565,286.1680218092642,185.13459220570024,1,19,97,63
Moon and Sand,Jazz,242.8489583333333,1848,456.58009307911726,192.61529887139625,1,13,98,61
Moon Glow,Jazz,189.70963541666663,1887,596.8067976691353,180.08275862068965,1,18,96,74
Moon Ra,Jazz,228.45572916666663,1223,321.20008663239366,193.6586504786363,1,12,95,64
Moon River (From 'Breakfast at Tiffany's'),Jazz,367.5,2058,336.0,203.86158950860224,1,12,96,68
Moon Song,Jazz,277.52994791666663,3039,657.010176266638,195.4382657869917,1,9,96,71
"Moon-faced, Starry-eyed",Jazz,136.38932291666666,1468,645.7983522201114,210.365217391308,1,28,93,70
"Moonlight In Vermont - Live At Maybeck Recital Hall, Berkeley, CA  April 18, 1993",Jazz,383.76953125,3784,591.6050689602524,203.70066308809405,1,19,104,77
Moonlight On The Ganges,Jazz,133.04947916666666,1845,832.0212953357735,215.40306932439697,1,25,90,66
More Than You Know,Jazz,165.83984375,2214,801.0137792957248,193.5321293574119,1,15,89,73
Morning Song,Jazz,376.01953125,2767,441.5196185371023,212.40174672490207,1,9,101,61
Morning star,Jazz,367.9388020833333,4042,659.1313518085337,198.6206896551787,1,23,99,79
Morning Touch,Jazz,187.5,1534,490.88,207.5998135777542,1,19,94,58
Morning,Jazz,291.6888020833333,1784,366.9664355830138,196.04538087520407,1,12,98,69
"Mother, Where Are You",Jazz,144.98958333333331,736,304.5736044256053,166.21741269060502,1,11,92,44
"Mozart -  Piano Sonata in F, KV332 (2nd Part - Adagio) - Live in Clearwater  2018",Jazz,259.9895833333333,1546,356.7835249809688,194.27274201394533,1,29,91,43
Musically yours,Jazz,333.5598958333333,1784,320.9018869986806,183.98882012377663,1,12,94,70
Mutattra,Jazz,194.109375,1536,474.7838686307655,195.9808612440146,1,24,96,63
My Cherie Amour,Jazz,253.7395833333333,2164,511.7057350465948,179.75084937712143,1,15,89,63
My Dream Is Yours,Jazz,256.65885416666663,1623,379.4141461286363,179.4338774898908,1,12,98,72
My fate is in your hands,Jazz,364.5950520833333,3371,554.7524543853948,212.4852917793021,1,15,95,71
My Favorite Things - Live,Jazz,356.859375,3245,545.5930644949428,196.86698946169264,1,16,103,51
My Favorite Things,Jazz,174.15885416666666,1743,600.4862658313023,220.5014043482775,1,22,103,64
My Foolish Heart,Jazz,376.62890625,2118,337.4143563894334,157.92579347340188,1,21,95,69
"My Funny Valentine - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",Jazz,324.4192708333333,2023,374.1454682646074,172.9235167977119,1,27,99,66
"My Funny Valentine - Live At The Maybeck Recital Hall, Berkeley, CA  February 14, 1990",Jazz,275.5794270833333,1914,416.7219636655721,184.1918665276328,1,17,101,66
My Funny Valentine - TK 3 Alternate,Jazz,362.9322916666666,1800,297.576166353343,198.7277628032392,1,17,101,68
My Heart Stood Still,Jazz,154.03385416666666,1376,535.9860690797816,202.10526315789565,1,34,91,69
My Honey's Lovin' Arms,Jazz,226.09765625,2848,755.7796167999862,208.42652295255456,1,20,101,66
My Ideal 1,Jazz,215.83984375,1516,421.42358157632793,210.06564551422235,1,25,98,70
My Ideal 2,Jazz,323.36979166666663,1530,283.8855154863337,157.1749598715899,1,22,96,70
My Last Affair,Jazz,215.61979166666663,2142,596.0491799318825,173.35721963453946,1,25,99,69
"My Lord And Master  Something Wonderful - Live At Maybeck Recital Hall, Berkeley, CA  1991",Jazz,287.5,2186,456.2086956521739,172.60385925085197,1,20,110,76
My Love Is Like a Red Rose,Jazz,366.5,3090,505.8663028649386,224.98002663116716,1,8,99,56
"My Melancholy Baby - Live At Maybeck Recital Hall, Berkeley, CA  April 18, 1993",Jazz,257.81901041666663,2297,534.5610464382213,212.2020653084056,1,22,100,64
My Melancholy Baby,Jazz,337.8997395833333,3418,606.925593529269,219.51753496857572,1,20,96,71
My One and Only Love,Jazz,354.609375,2361,399.4818241903503,186.90937870993295,1,28,107,69
My Shining Hour,Jazz,242.8020833333333,2422,598.5121626839418,204.0183206106861,1,29,96,73
My Ship,Jazz,142.5,1110,467.3684210526316,193.78307341861077,1,21,90,55
My Wild Irish Rose,Jazz,313.77604166666663,1619,309.583865880986,141.95260663506917,1,9,94,53
Mystery of Love,Jazz,302.5,1372,272.13223140495865,201.3986013986016,1,31,99,54
"Naima - Live At Merkin Hall, NYC  1989",Jazz,221.7395833333333,1774,480.022548973552,181.4458969916524,1,16,102,71
Naima,Jazz,209.7578125,2201,629.5832247011061,212.46772408704948,1,12,108,65
Nancy (With The Laughing Face),Jazz,322.1497395833333,2542,473.44443052249096,173.53208849835207,1,16,102,66
Nancy With The Laughing Face,Jazz,321.75390625,2055,383.2121307773556,199.62454873646124,1,17,116,81
Naomi's Love Song,Jazz,178.0234375,1265,426.3483565190679,200.3478260869559,1,20,97,66
Napoleon,Jazz,231.08984375,2166,562.3786744197839,219.24214103653023,1,28,101,70
"Nardis - Live At Maybeck Recital Hall  Berkeley, CA",Jazz,259.4895833333333,2306,533.2005941150496,207.95787890184224,1,19,103,70
Nardis,Jazz,308.86979166666663,1701,330.43050098645944,180.70588235294028,1,19,102,68
Nation Divided,Jazz,319.3098958333333,1530,287.4950046894752,208.20531357310892,1,15,98,52
Near the Cross  Revive Us Again  There Is Power in the Blood,Jazz,314.79947916666663,3436,654.8930784312104,219.67963386728323,1,23,112,74
"Nefertiti - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,289.109375,2998,622.1866724314976,211.4367651276151,1,21,106,71
"Never Let Me Go - Live At Maybeck Recital Hall, Berkeley, CA  June 12, 1994",Jazz,348.6015625,2519,433.5608794065575,193.1111554579888,1,21,105,68
New Age Cowboy,Jazz,266.7630208333333,2111,474.8034401632223,213.66306027820625,1,13,100,66
New Morning,Jazz,343.29947916666663,2083,364.0553149203122,178.9862109147382,1,7,97,65
New Orleans Blues,Jazz,214.3489583333333,2946,824.6366176649254,207.91878172588832,1,16,95,63
New Sun In The Sky,Jazz,223.51953125,2456,659.2712465703152,225.24746425516005,1,14,100,68
"New York - Live At Maybeck Recital Hall, Berkeley, CA  August 27, 1995",Jazz,350.70572916666663,4595,786.1291592102235,204.10883779793352,1,18,102,76
New York State of Mind,Jazz,182.953125,1234,404.6938252626185,176.80575539568298,1,23,96,58
New York,Jazz,182.76953125,2508,823.3319797388275,208.2892906815034,1,33,106,78
Nica's Dream,Jazz,138.04947916666666,2077,902.7198128690272,214.27696495406587,1,25,108,73
"Nice Work If You Can Get It - Live At Maybeck Recital Hall, Berkeley, CA  February 16, 1992",Jazz,333.32682291666663,2854,513.7300337897225,200.7843137254889,1,11,112,80
Nice Work If You Can Get It,Jazz,164.66927083333331,2101,765.5344519475591,211.47315282239424,1,16,102,65
Night and Day (From 'Gay Divorce'),Jazz,302.1796875,1962,389.5695338555806,209.69283276450244,1,11,95,55
Night And Day,Jazz,143.64973958333331,1722,719.2494765370776,197.68613340714165,1,23,93,72
Night Walk,Jazz,211.94921875,2077,587.9710278479146,154.85680888369382,1,34,104,59
Nights of Passion,Jazz,268.5091145833333,1546,345.4631331377446,160.98159509202458,1,27,101,61
No One Ever Tells You,Jazz,187.32421875,1131,362.2596183922427,180.15638575151812,1,28,93,57
No Problem,Jazz,211.859375,1526,432.17346411977286,173.60018836825847,1,28,104,67
Nobody Else But Me,Jazz,275.3997395833333,1926,419.6082399164095,206.11916264090212,1,15,104,65
North Of The Sunset,Jazz,110.38932291666666,910,494.61305276070726,207.4637318659342,1,25,100,56
Norwegian Wood,Jazz,224.9192708333333,3216,857.9078141462794,220.07086735479623,1,16,91,64
Now and Then,Jazz,363.58984375,4021,663.549887729778,209.816297691944,1,14,102,75
Now or Never,Jazz,288.69921875,2389,496.5029022961289,201.62100218772775,1,10,108,76
Now That You're Gone,Jazz,231.66276041666663,1253,324.52345756729267,174.2521008403364,1,9,95,63
Now,Jazz,123.08854166666666,1258,613.217111665891,189.0929673128628,1,39,90,63
O Christmas Tree,Jazz,200.1653645833333,1722,516.1732161559128,199.08453993460864,1,20,96,68
O little town of Bethlehem,Jazz,180.63932291666663,1773,588.9083189770131,214.58089668616,1,27,97,74
Oblivion - Live,Jazz,236.6796875,2307,584.8410628816637,215.79979511195413,1,31,104,65
Oblivion,Jazz,162.48958333333331,1548,571.6058721712931,201.70715692711605,1,30,96,66
Ocean Langour,Jazz,138.75911458333331,761,329.05946493755107,152.3026074182854,1,10,91,63
Ode to Duke,Jazz,315.8997395833333,1530,290.59853015733006,207.7681159420144,1,24,105,72
Odeon,Jazz,174.82291666666666,2203,756.0793660251445,187.2361027059743,1,22,102,54
Of Gnomes in Dances,Jazz,329.3723958333333,4396,800.7957052158857,213.77516361527583,1,19,102,66
Oh Look At Me Now,Jazz,192.26953125,2436,760.1828487840555,194.75908706677893,1,20,94,73
"Oh What A Beautiful Mornin' - Live At Maybeck Recital Hall, Berkeley, CA  November 11, 1991",Jazz,304.20963541666663,2340,461.5238429502682,200.4567699836832,1,16,108,77
"Oh, But I Do",Jazz,228.1953125,2130,560.0465609914752,193.29759962712524,1,9,103,63
"Oh, Look At Me Now - Live",Jazz,267.22916666666663,3365,755.5313011616123,203.51282486835376,1,15,104,78
"Oh, What A Beautiful Morning",Jazz,266.01953125,2050,462.3720650210717,191.1207120020744,1,17,103,64
Old Cape Cod,Jazz,385.8098958333333,2389,371.5301280450352,181.95459032576585,1,9,91,66
"Old Folks - Live At Maybeck Recital Hall, Berkeley, CA  November 18, 1990",Jazz,382.5,2885,452.5490196078432,190.51819184123207,1,9,105,82
Old McDonald  Mulberry Bush  Skip to My Lou  Farmer in the Dell  Three Blind Mice,Jazz,207.6341145833333,1484,428.8312649329312,193.45088161209023,1,26,97,71
"Oleo - Live At Maybeck Recital Hall  Berkeley, CA",Jazz,199.2395833333333,2149,647.1605583729806,217.6322418136003,1,14,102,65
"Oleo - Live At Maybeck Recital Hall, Berkeley, CA  August 15, 1993",Jazz,198.72916666666663,2733,825.1430967606668,208.34966088922508,1,21,106,78
Oleo,Jazz,203.13932291666663,2017,595.7487613052925,196.3636363636363,1,19,103,78
On A Clear Day (You Can See Forever),Jazz,285.45963541666663,2559,537.8693901009428,212.52601702933003,1,24,102,62
On a Turquoise Cloud,Jazz,203.22916666666663,1025,302.614044079959,160.4953560371526,1,29,94,63
On Christmas Day,Jazz,257.0559895833333,1863,434.84689923462287,209.81846504103828,1,19,94,54
On Danish Shore,Jazz,222.859375,2192,590.147935216995,210.58903182125997,1,15,99,74
"On Green Dolphin Street - Live At Maybeck Recital Hall, Berkeley, CA  January 5, 1992",Jazz,262.5,2030,464.0,202.1369262102469,1,20,104,58
On Green Dolphin Street - TK 3 Alternate,Jazz,239.6015625,1309,327.79418957253256,200.4040404040391,1,23,104,57
On Green Dolphin Street,Jazz,198.8294270833333,1294,390.4854585104224,186.68060637741763,1,12,95,46
On The Street Where You Live,Jazz,170.51953125,1242,437.0173871211601,173.60602798708558,1,11,85,55
Once In A Blue Moon,Jazz,357.25,3273,549.6990902729182,180.02197533878729,1,15,104,70
Once Upon A Summertime,Jazz,352.6106770833333,2623,446.3279481545762,191.3105924596038,1,17,100,75
Once Upon A Time,Jazz,248.1875,1487,359.4862754973558,183.28497894244185,1,13,95,63
One For Blount,Jazz,178.75911458333331,1835,615.912650141674,207.87969924812063,1,37,102,72
One for my Baby,Jazz,322.4231770833333,2285,425.2175703999257,182.02079002079057,1,16,87,68
One for Oscar,Jazz,377.5,2731,434.0662251655629,200.9093740267843,1,16,98,66
One Life To Live (Dave McKenna Piano Solo),Jazz,183.81119791666663,1948,635.8698562695248,195.33306419055305,1,16,97,65
One Life to Live,Jazz,167.40885416666666,1578,565.5614840164891,205.8674609084147,1,26,99,61
One Night In The Hotel,Jazz,334.6497395833333,3088,553.6535012120105,209.80132450331377,1,28,105,69
One O'clock Jump,Jazz,232.5,2851,735.741935483871,231.6201418185079,1,12,99,81
Only The Lonely,Jazz,233.79166666666663,1519,389.8342541436464,180.41644420715213,1,26,101,64
Only trust your heart,Jazz,294.4296875,2218,451.9924642449651,189.8528546203641,1,14,101,71
OP's Boogie,Jazz,155.10416666666666,2249,869.9959704499665,230.34764826175936,1,29,102,71
Opus Blue,Jazz,300.46875,1909,381.204368174727,180.10422698320863,1,22,96,62
Orange Was the Color of Her Dress Then Blue Silk,Jazz,304.2591145833333,1780,351.0166002627626,191.7945058865526,1,34,108,74
Ordinary man (from 'Le Passe-muraille'),Jazz,226.10807291666663,1401,371.7691231262705,173.12151137827442,1,13,100,68
Oro,Jazz,330.4192708333333,2316,420.55658451620025,210.2709383021205,1,21,107,71
Oscar's New Camera,Jazz,237.25,3625,916.754478398314,203.19772403982284,1,26,104,75
Our Delight,Jazz,363.5390625,3377,557.3541357746116,205.8981233243955,1,22,96,73
Out of Nowhere,Jazz,159.52994791666666,1641,617.1881912193212,193.9268371641308,1,19,89,78
Out of the Past,Jazz,196.7591145833333,1586,483.6370614978394,219.3883904046831,1,19,97,61
"Out Of This World - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,269.7591145833333,3844,854.9850126704478,198.32591273374757,1,21,103,79
Out of This World,Jazz,151.18880208333331,1803,715.5291827788448,221.92644483362488,1,24,110,75
Over My Head,Jazz,189.45963541666663,1101,348.6758530634686,213.05151915455767,1,13,103,45
